评论内容,匹配的长文本
如果你能做到电池循环20次报废,看了我这个账号发的帖子，基本上都是和大疆扯皮的。自己作为一个博士，大学老师，被逼到这份上，也实在是无奈了。 其实我更想在论坛和飞友们讨论讨论技术，分享分享自己用大疆拍摄的作品。这不是更好吗？ 说起来，和大疆扯皮也不是我的本心。从2017年开始，我入手了大疆3S，SPARK，御air，御mini一代，二代，御2PRO，悟2。也算一个铁杆粉丝了。自始至终，我没有抱怨过大疆的拍摄画质不好，使用体验不好。 因为产品太多，有过12次维修经历。其中3次炸机，前两次是自己失误，二话不说，自己付维修费解决。 有9次维修竟然都是御2的电池。我在前面发过帖子，控诉过这个问题。前两年是鼓包，这两年不鼓包了，又经常出现通信异常。 一年时间，竟然有4块出现通信异常。如果说鼓包还能勉强用，那么通信异常是彻底用不了了。 我至今不认可那个保修条款：3个月免费保修，3个月以外消费者自己负责。3个月免费保修，是建立在你的产品质量比较过硬的基础上。出问题的概率很小，偶尔发生一次，我们也就认了。 但是，因为电池不是大疆自己的产品，第三方提供的。所以这个品控实在是有点差。论坛里面一搜，大家也知道出问题的不在少数。循环不到20次，电池就彻底报废，我相信没有人能服气。 上一次，出现这问题，和客服沟通了多次，最终大疆坚持让我付300多免费换新。我也无奈妥协接受了。但是随后调查了我几次服务意见，我坚持认为这个保修条款不妥。 有的飞友说我脸厚，毕竟电池不能终身保修。我在这里说，不是这么理解的。正常的电池，总有一个正常的生命周期。如果你能做到电池循环20次报废，你自己承担责任，我无话可说。但我认为这不是一个正常的产品。 3月14日，我又有一块电池出了这问题。寄回厂家检修，结果是一样的。 这次大疆给了一个相对 满意的解决方案：免费换新。 单就这次结果，我是满意的。 但是，联想到同样的问题，一个月前不免费，和一个月之后免费。我希望不是因为3.15，大疆在这个节骨眼上为了息事宁人而采取的做法。 我是研究旅游资源的，拍摄旅游资源是我的一项重要工作。大疆无人机拓展了我的拍摄视角，我是满意的。
智能电池通信异常,我2019、7购买大疆御2专业版，一块随机电池出现故障。充满电后装到飞机上不能起飞，提示“智能电池通信异常，请确认你是用的是DJI官方电池，并检查电池连接。如果问题无法解决，请联系售后”。另俩电池工作正常。 请问如何办理，寄回更换、维修吗？
起初我以为电池经过工作发热后产生的自然现象,我的大疆御2无人机，是2019年4月29日购买的，到今年2月，使用不到一年。有一块电池在飞行过后，底部就会出现轻微凸出，起初我以为电池经过工作发热后产生的自然现象，但随着时间的推移，发现电池的凸出面越来越大，而另一块电池也出现了那块电池当初的情况。这给飞行带来了一定的安全隐患。
这一问题也暴露出大疆无人机的自身散热功能和电池本身的抗高温性能都存在技术问题,对于这种情况，厂家也许会说是使用问题，而我的理由是：如果是使用问题，同样的电池为什么有的没起鼓有的起鼓了？如果是人为因素摔碰导致的问题，为什么没摔没碰的电池也出现了起鼓起包呢？而对起鼓起包的电池，智能电池有自检功能，完全可以停止工作，可为什么还允许正常充电、正常使用呢？可以说，大疆电池存在两个致命问题：一是智能电池不智能，自检能力存在后遗症；二是电池本身质量确实存在问题，在电池工作到一定温度的情况下，发生起包。这一问题也暴露出大疆无人机的自身散热功能和电池本身的抗高温性能都存在技术问题。这些问题的存在，造成了大疆产品的不成熟、不完善。日常发现的诸多事故，可以说和大疆不无关系。
上盖电池仓口轻微破损（,经检测，定损结果为：Pitch轴支架损坏导致云台增稳类故障，Yaw电机损坏导致云台增稳类故障，主控板损坏导致操控、飞控类故障，由于您的产品现已超出保修范围，需要您付费处理。 上盖电池仓口轻微破损（功能正常）。
出现其中一侧电池出错、,请教版主，悟2炸机返厂维修后，出现其中一侧电池出错、未安装到位故障；悟2固件为最新版本，一共6组12块电池，均装机升级过电池固件。经电话大疆服务答复所有电池再次连接飞机升级，充满电，静置48小时后，故障依旧。比较复杂的情况是有时还没起飞就报告一侧电池故障；有时起飞前一切正常，然后飞上天几分钟后，打杆操作频繁报告一侧电池错误，但能安全返航。未起飞前报告一侧电池错误的，经调换电池仓位或用力按压电池进仓方向，恢复正常。所有电池循环次数均不超50次，再次求教版主，是不是又要返厂检测，多谢啦！
打杆操作频繁报告一侧电池错误,请教版主，悟2炸机返厂维修后，出现其中一侧电池出错、未安装到位故障；悟2固件为最新版本，一共6组12块电池，均装机升级过电池固件。经电话大疆服务答复所有电池再次连接飞机升级，充满电，静置48小时后，故障依旧。比较复杂的情况是有时还没起飞就报告一侧电池故障；有时起飞前一切正常，然后飞上天几分钟后，打杆操作频繁报告一侧电池错误，但能安全返航。未起飞前报告一侧电池错误的，经调换电池仓位或用力按压电池进仓方向，恢复正常。所有电池循环次数均不超50次，再次求教版主，是不是又要返厂检测，多谢啦！
未起飞前报告一侧电池错误的,请教版主，悟2炸机返厂维修后，出现其中一侧电池出错、未安装到位故障；悟2固件为最新版本，一共6组12块电池，均装机升级过电池固件。经电话大疆服务答复所有电池再次连接飞机升级，充满电，静置48小时后，故障依旧。比较复杂的情况是有时还没起飞就报告一侧电池故障；有时起飞前一切正常，然后飞上天几分钟后，打杆操作频繁报告一侧电池错误，但能安全返航。未起飞前报告一侧电池错误的，经调换电池仓位或用力按压电池进仓方向，恢复正常。所有电池循环次数均不超50次，再次求教版主，是不是又要返厂检测，多谢啦！
跟电池鼓包有没有关系,如题，怕电池突然放电c数跟不上，就突然断电。另外今天飞，无征兆的自动刹车，推油门又刹，不断反复，跟电池鼓包有没有关系？电池循环120，鼓包怕掉出来，绑了魔术带。
这电池每个都鼓包,这电池每个都鼓包，不知道跟满电保存有没有关系，虽然是10天自放电，那是电池没任何操作的前提下，如果中途动过电池，10天会重新计算，就是中途动过了
电池有点鼓包,前天下午，在山上飞行中，刚拍摄5分钟左右，飞行距离217米，高度26米后，按下屏幕反回键，已提示开始反行，无人机突然黑屏，飞机与控制器失去联系，过了一段时间，也没有联系上飞机（以前失联后不久，无人机自动返回起飞点，这一点大缰无人机我还是比较信任的）这回见无人机那么久没有回来，心里就开始慌了，后来去找了将近二个小时，没有找到无人机，因山上手机没有信号，打不开手机app找飞机功能，回到家后定位好失联点，第二天去那个点重点查找，果然就在那个周围找到无人机，当时情况，电池与机身分离，估计是从高空掉下原因，检查机身没有坏，电池有点鼓包，（电池刚充第41次，以前二块电池都鼓包）试机还可以飞行，失而复得，不幸中万幸，但心里比较担心，不知道是什么原因引起炸鸡，无人机能否正常使用?回来后导出飞行数据没有看到有炸鸡画面。
